事業所番号,ｻｰﾋﾞｽ種類,事業所名,事業所郵便番号,事業所所在地1,事業所所在地2,事業所所在地3,事業所電話,事業所FAX,指定後状態名,指定年月日,法人種別名,法人(設置者)名,法人(設置者)所在地1,法人(設置者)所在地2,法人(設置者)所在地3,利用定員,施設等の区分
0120204748,共同生活援助,ケア・クレディ札幌北,0010014,北海道札幌市北区,北１４条西３丁目１－３１,,011-709-2801,,提供中,2020/12/1,営利法人,株式会社　クレディ,北海道江別市,文京台東町３６番地の１７,シャトル３６－２０９号,5,介護サービス包括型
0120103866,共同生活援助,共同生活援助　クラス裏参道,0640801,北海道札幌市中央区,南１条西２２丁目２番２３号,ケイキ円山,011-676-5541,011-676-5542,提供中,2020/12/1,営利法人,株式会社　ｄｉｓｐｏ．,北海道札幌市中央区,南二条西１３丁目３１８－４,,13,介護サービス包括型
0121001457,共同生活援助,グループホームきずな大曲,0611272,北海道北広島市,大曲末広町5丁目4-9,,090-31198222,090-31198222,提供中,2020/11/10,営利法人,合同会社きずな,北海道江別市,緑町東１丁目６７番地,,4,介護サービス包括型
0125100404,共同生活援助,グループホーム　みらい,0940006,北海道紋別市,潮見町５丁目５番２２,,0158-24-1133,0158-24-1133,提供中,2020/11/1,営利法人,株式会社　かけはし,北海道紋別市,渚滑町元新二丁目169番2,,6,外部サービス利用型
0123602435,共同生活援助,共同住宅　欒　～まどか～,0530816,北海道苫小牧市,日吉町４丁目８番１３号,,08096121500,0144-84-7922,提供中,2020/11/1,営利法人,合同会社レスペイト,北海道苫小牧市,木場町３丁目４番２－２号,,4,介護サービス包括型
0123602427,共同生活援助,グループホーム　くるみはうす,0591305,北海道苫小牧市,沼ノ端中央３丁目２番５号,,0144-84-7613,0144-84-7613,提供中,2020/11/1,営利法人,合同会社　カンパニュラ,北海道苫小牧市,拓勇東町３丁目１３番１６号,,10,介護サービス包括型
0122909187,共同生活援助,グループホーム絆,0708014,北海道旭川市,神居４条１７丁目２番８号,,090-94333031,0166-74-3021,提供中,2020/11/1,営利法人,ミルフィーユ合同会社,北海道旭川市,神楽岡１条６丁目２番５号,,8,介護サービス包括型
0120506498,共同生活援助,グループホーム　ヴィーヴル,0620934,北海道札幌市豊平区,平岸４条１７丁目５番５号,ロートシュトラッセ南平岸,011-600-2405,,提供中,2020/11/1,営利法人,株式会社トリニティー,東京都港区,東新橋２丁目５番１４号,,15,介護サービス包括型
0120506480,共同生活援助,障がい者グループホームフォルテット,0620022,北海道札幌市豊平区,月寒西二条１０丁目２－７２,,011-857-2717,011-857-2718,提供中,2020/11/1,営利法人,株式会社３ｅｅｅ,北海道江別市,東野幌本町７番５号,,8,介護サービス包括型
0120404199,共同生活援助,グループホーム　レラ本通南,0030026,北海道札幌市白石区,本通４丁目南５番７号,,090-28199099,011-867-6488,提供中,2020/11/1,営利法人,株式会社　ビーグル,北海道札幌市白石区,東札幌６条６丁目３番１－５０４号,,5,介護サービス包括型
0120301551,共同生活援助,ハッピーベース　栄町,0070840,北海道札幌市東区,北４０条東１８丁目２番２３号,,011-374-6357,011-374-6357,提供中,2020/11/1,営利法人,合同会社大空と大地,北海道札幌市東区,北２３条東１２丁目３番１号,,5,介護サービス包括型
0124300765,共同生活援助,秋桜壱号館,0881137,北海道厚岸郡厚岸町,片無去668番地,,0153-57-2232,0153-57-2206,提供中,2020/10/12,非営利法人（ＮＰＯ）,特定非営利活動法人　のんき村,北海道厚岸郡厚岸町,片無去６６６番地,,10,介護サービス包括型
0124702317,共同生活援助,ステラⅠ,0890538,北海道中川郡幕別町,札内共栄町１１番地１９,,0155-23-1766,0155-23-1767,提供中,2020/10/9,営利法人,株式会社　ヒューマンエイド,北海道中川郡幕別町,札内共栄町１１番地１,,10,日中サービス支援型
0123700882,共同生活援助,だて地域生活支援センター　ぷらす,0520014,北海道伊達市,舟岡町134番地15,,0142-82-3191,0142-82-3061,提供中,2020/10/1,社会福祉法人（社協以外）,社会福祉法人　北海道社会福祉事業団,北海道札幌市中央区,大通西5丁目11番地,,95,介護サービス包括型
0120901236,共同生活援助,グループホームはっぴーらいふ真栄,0040834,北海道札幌市清田区,真栄４条５丁目１６番２号,,011-827-6497,011-827-6498,提供中,2020/10/1,非営利法人（ＮＰＯ）,特定非営利活動法人はっぴーらいふ,北海道札幌市豊平区,月寒東２条７丁目２番１４号,,13,介護サービス包括型
0120701024,共同生活援助,障がい者グループホームやすらぎ,0630846,北海道札幌市西区,八軒６条西７丁目１番６号,,011-618-2400,011-618-2600,提供中,2020/10/1,営利法人,有限会社　エーアステス,北海道札幌市西区,西野２条１丁目２-１,,5,外部サービス利用型
0120600846,共同生活援助,アミカ,0050002,北海道札幌市南区,澄川２条４丁目７番３号,ラヴィアンⅡ,011-598-6552,011-598-6553,提供中,2020/10/1,営利法人,株式会社アミカ,北海道札幌市中央区,南１条西５丁目８番地,愛生舘ビル,6,外部サービス利用型
0120600820,共同生活援助,サニースポット澄川,0050002,北海道札幌市南区,澄川二条４丁目１－３８,,011-799-1505,011-799-1506,提供中,2020/10/1,営利法人,株式会社チャレンジプラットフォーム,北海道札幌市中央区,南二条西２０丁目２９１番地,,10,日中サービス支援型
0120506472,共同生活援助,サニースポット美園　共同生活援助事業所,0620007,北海道札幌市豊平区,美園七条３丁目４番２４号,嘉指ビル,011-820-6640,011-820-6641,提供中,2020/10/1,営利法人,株式会社チャレンジプラットフォーム,北海道札幌市中央区,南二条西２０丁目２９１番地,,20,介護サービス包括型
0120506464,共同生活援助,サニースポット平岸六条　共同生活支援事業所,0620936,北海道札幌市豊平区,平岸六条１２丁目１７番７号,,011-616-6678,011-644-1167,提供中,2020/10/1,営利法人,株式会社チャレンジプラットフォーム,北海道札幌市中央区,南二条西２０丁目２９１番地,,20,介護サービス包括型
0120404181,共同生活援助,グループホームこころみ,0030021,北海道札幌市白石区,栄通１８丁目１－７,ライラックハイツ東北ビル,011-598-7582,,提供中,2020/10/1,営利法人,合同会社福綏,北海道札幌市東区,北３１条東１０丁目２番２０号,,6,介護サービス包括型
0120404173,共同生活援助,ほわいとはうす　にじいろの和,0030021,北海道札幌市白石区,栄通７丁目１番地９号,ラァズスクエア栄通,011-598-8122,011-799-0682,提供中,2020/10/1,営利法人,株式会社にじいろの和,北海道札幌市白石区,本通４丁目北１番４号,コンツェルト白石１０７,6,介護サービス包括型
0120204730,共同生活援助,グループホームみなふれんどプラス,0010017,北海道札幌市北区,北十七条西３丁目２－２３,ワールドユニオンビル３０１号,011-738-0020,011-738-0021,提供中,2020/10/1,営利法人,株式会社ミナフレンド,北海道札幌市東区,北２１条東８丁目１番１１－１号,,14,介護サービス包括型
0120204722,共同生活援助,グループホーム桔梗あさぶ,0010040,北海道札幌市北区,北四十条西５丁目３－１２,,011-299-2755,0126-35-5008,提供中,2020/10/1,営利法人,株式会社ＫＴパートナーズ,北海道砂川市,東一条北７丁目１－１８,,4,介護サービス包括型
0120103858,共同生活援助,サニースポット山鼻　共同生活援助事業所,0640924,北海道札幌市中央区,南二十四条西７丁目１番８号,,011-213-0368,011-213-0369,提供中,2020/10/1,営利法人,株式会社チャレンジプラットフォーム,北海道札幌市中央区,南二条西２０丁目２９１番地,,20,介護サービス包括型
0124102039,共同生活援助,グループホームらそ,0840912,北海道釧路市,星が浦大通3丁目7番21号,,0154-65-5173,0154-65-5172,提供中,2020/9/1,営利法人,株式会社蓮樹,北海道釧路市,星が浦大通3丁目7番21号,,8,介護サービス包括型
0121501464,共同生活援助,グループホームPROGRESS,0490111,北海道北斗市,七重浜8丁目2番52号,,0138-87-0350,0138-87-0350,提供中,2020/9/1,営利法人,株式会社　NEXUS,北海道函館市,港町1丁目19番26号,,16,介護サービス包括型
0120506456,共同生活援助,ラポールハウス,0620010,北海道札幌市豊平区,美園１０条６丁目１－２２－１０１,,011-807-4657,011-351-1612,提供中,2020/9/1,営利法人,株式会社ラポール,北海道札幌市東区,北二十七条東２丁目２－１５,,4,介護サービス包括型
0120404157,共同生活援助,マイはうす東札幌,0030002,北海道札幌市白石区,東札幌２条５丁目,３－２８,090-68715774,,提供中,2020/9/1,営利法人,合同会社　北海道ユアサポート,北海道札幌市中央区,南７条西７丁目６－１－８０１,,11,外部サービス利用型
0120204714,共同生活援助,ヨツバメイツⅡ,0010027,北海道札幌市北区,北２７条西９丁目２－１０,,011-598-9570,011-598-9574,提供中,2020/9/1,営利法人,株式会社ＴＣＳアンビシャス,北海道北広島市,大曲並木３丁目１２番地１４,,4,介護サービス包括型
0120204706,共同生活援助,ふみの家,0010045,北海道札幌市北区,麻生町７丁目２番１１号,,011-792-9325,011-792-9326,提供中,2020/9/1,営利法人,株式会社アンジェスソレイユ,北海道札幌市中央区,南１４条西８丁目５番３２号,クリオ行啓通伍番館１０１号室,16,介護サービス包括型
0120204698,共同生活援助,わおん　ノルテ,0010905,北海道札幌市北区,新琴似５条１６丁目,２番９号,011-299-8655,011-299-8655,提供中,2020/9/1,営利法人,有限会社中川技研工業,北海道札幌市北区,新川西三条四丁目,３番２８号,20,介護サービス包括型
0125001552,共同生活援助,ケアホーム　石北館,0900052,北海道北見市,北進町４丁目３－３８,,0157-57-7343,0157-57-7343,提供中,2020/8/1,社会福祉法人（社協以外）,社会福祉法人　北の大地,北海道北見市,北９条東1丁目１４番地,北９条ビル,10,介護サービス包括型
0121402291,共同生活援助,グループホームＨＡＴＡＫＡＺＥ道南,0420941,北海道函館市,深堀町23番25号　マンションSK　101号室,,0138-30-6230,0138-30-6231,提供中,2020/8/1,営利法人,株式会社　はたかぜ,北海道函館市,富岡町3丁目35番1-102号,,6,介護サービス包括型
0120600812,共同生活援助,ブルームホーム藻岩,0050033,北海道札幌市南区,南三十三条西８丁目５番３号,,011-299-3303,011-299-3304,提供中,2020/8/1,営利法人,株式会社　ヒューマン,北海道札幌市東区,北７条東１３丁目２－１４,,12,介護サービス包括型
0120506431,共同生活援助,ハッピーホーム２,0620934,北海道札幌市豊平区,平岸四条３丁目５番８号,カプリス豊平公園２０２,090-13806633,011-552-4374,提供中,2020/8/1,社団・財団,一般社団法人日本シニア支援協会,北海道札幌市豊平区,平岸４条３丁目５番８号,,26,介護サービス包括型
0120404165,共同生活援助,グループホーム　きんもくせい,0030022,北海道札幌市白石区,南郷通１７丁目南５番２１号,,011-312-8403,011-312-8403,提供中,2020/8/1,営利法人,株式会社きんもくせい,北海道札幌市白石区,南郷通１７丁目南５番２１号,ロイヤルマツモト１階,10,介護サービス包括型
0120204680,共同生活援助,グループホームエース北,0010017,北海道札幌市北区,北十七条西３丁目２－２３,ワールドユニオンビル　３Ｆ,011-738-9000,011-738-9001,提供中,2020/8/1,営利法人,合同会社Ｔｏｔａｌ　Ｖｉｓｉｏｎ,北海道札幌市白石区,中央２条６丁目６番１５－２０５号,,18,介護サービス包括型
0120103833,共同生活援助,ほわいとはうす宮の森,0640952,北海道札幌市中央区,宮の森２条３丁目１番１８号,グランバリュー宮の森ノース,011-590-9117,011-590-9118,提供中,2020/8/1,営利法人,合同会社ＮＡＱＲＡＳ,北海道札幌市中央区,宮の森２条３丁目１番１８号,グランバリュー宮の森ノース２０７号,11,介護サービス包括型
